game_name,jumlah_pembelian,rata_rating,rata_playtime,skor_populer
Amplitude,58,4.155172413793103,105.39827586206897,16.68952318697885
Overlord Ii,82,3.7560975609756095,100.66219512195121,16.687756586963683
Beat Sketcher,82,3.7560975609756095,99.62439024390244,16.687756586963683
The Legend Of Tianding,63,4.0476190476190474,103.76349206349207,16.684982989604393
Crazy Taxi: Fare Wars,62,4.064516129032258,97.17258064516129,16.675093069075803
Robin Hood: The Return Of Richard,62,4.064516129032258,115.08870967741936,16.675093069075803
Tom Clancy Ghost Recon Predator,66,3.984848484848485,96.01060606060605,16.66350753659119
Core Blaster,75,3.84,118.94933333333334,16.65904894623054
Mix Superstar,79,3.7848101265822787,101.86962025316456,16.655427834266558
Persona 3 Portable,60,4.1,115.65166666666667,16.655140602779056
The 3Rd Birthday,83,3.7349397590361444,98.03012048192771,16.654010768021053
Need For Speed Shift,65,4.0,98.61384615384615,16.653316657928794
Brütal Legend,74,3.8513513513513513,103.81756756756756,16.648416375979718
Gold Fever,69,3.927536231884058,105.95652173913044,16.64422920839885
Phantom Brave: The Hermuda Triangle,69,3.927536231884058,108.0376811594203,16.64422920839885
Monster Hunter Freedom Unite,53,4.264150943396227,98.88490566037736,16.639981618984677
Cladun: This Is An Rpg!,58,4.137931034482759,107.11379310344829,16.634915939781127
Parasite Eve Ii,62,4.048387096774194,105.16451612903225,16.62242850902347
Touch Racing Nitro,66,3.9696969696969697,107.29090909090908,16.61264653133572
Strider,69,3.9130434782608696,94.9159420289855,16.594637959892513
Pic-A-Pix Pieces,77,3.792207792207792,93.77792207792207,16.58718441430508
Grandia,81,3.740740740740741,89.54691358024692,16.586778027919454
Valkyria Chronicles Ii,52,4.269230769230769,110.32692307692308,16.571922319356077
Tomb Raider,60,4.066666666666666,97.05333333333333,16.547905443587524
Barnanza,69,3.898550724637681,114.30289855072463,16.545046711386174
Tom Clancy'S Rainbow Six Vegas,84,3.6904761904761907,104.18095238095239,16.532619533527544
Hello Flowerz,76,3.789473684210526,105.05,16.529023821872595
Dead Nation,74,3.810810810810811,96.74324324324324,16.505563977797006
Limbo,69,3.8840579710144927,109.60144927536231,16.495455462879836
Jet Rider 2,69,3.8840579710144927,94.5623188405797,16.495455462879836
Ghost Recon Advanced Warfighter 2 [Psp],73,3.8219178082191783,107.91369863013698,16.493749238428467
Doodle Kingdom,68,3.8970588235294117,108.70735294117648,16.483728014380333
I Must Run!,68,3.8970588235294117,114.85000000000001,16.483728014380333
Persona 2: Innocent Sin,49,4.326530612244898,97.58979591836734,16.4789428752134
Robin Hood + Monochrome Racing,66,3.9242424242424243,101.6560606060606,16.46006351556932
Ys Seven,70,3.857142857142857,108.04285714285714,16.45793528209669
5 En 1 Solitaire,85,3.6588235294117646,111.7764705882353,16.456917907963774
Tennis In The Face,61,4.016393442622951,101.20819672131147,16.452601101056988
.Detuned,64,3.953125,96.265625,16.436091025823604
Final Exam,63,3.9682539682539684,101.47777777777779,16.423977001303356
Wild Arms,71,3.8309859154929575,99.01267605633802,16.421156449462604
Supermarket Mania,62,3.9838709677419355,107.16612903225807,16.411770268814152
Sar - Search And Rescue,62,3.9838709677419355,90.19032258064516,16.411770268814152
I Kill Zombies,53,4.188679245283019,94.95849056603774,16.41096086068372
Tekken 6,66,3.909090909090909,107.39545454545454,16.40920251031385
Breakquest,66,3.909090909090909,101.05,16.40920251031385
Everybody'S Tennis [Psp],91,3.5824175824175826,101.78461538461538,16.405076096983112
Syphon Filter,61,4.0,96.7327868852459,16.399464491369947
Ms. Germinator,65,3.923076923076923,103.32615384615384,16.396818475470393
Atv Racers,68,3.8676470588235294,114.79558823529412,16.383713997296503
Future Fight,59,4.033898305084746,101.31186440677965,16.37452725106592
Might & Magic Clash Of Heroes,71,3.816901408450704,98.90422535211268,16.37237518621918
Nova-111,71,3.816901408450704,100.71126760563381,16.37237518621918
Nba 2K12,67,3.8805970149253732,95.33432835820896,16.37107163488971
The Last Of Us,58,4.051724137931035,98.02586206896552,16.361879703792496
Vempire,57,4.0701754385964914,97.30175438596491,16.34910078500973
Wwe '13,57,4.0701754385964914,90.96140350877194,16.34910078500973
4X4 Jam,72,3.7916666666666665,92.75833333333334,16.33671468168295
Centipede,60,4.0,76.00666666666666,16.33343512520447
Dead Space Extraction,60,4.0,101.56666666666666,16.33343512520447
Ridge Racer Unbounded,66,3.878787878787879,106.69848484848485,16.307480499802917
Psych Yourself,62,3.9516129032258065,94.12741935483871,16.306441148709492
High Velocity Bowling,65,3.8923076923076922,105.37230769230769,16.294219202487035
Mahjong Gold,48,4.291666666666667,93.06041666666665,16.2862635774872
Sanctum 2,68,3.838235294117647,93.00294117647059,16.283699980212674
Coconut Dodge,52,4.173076923076923,106.19615384615385,16.2828385289322
Dissidia 012[Duodecim] Final Fantasy,56,4.071428571428571,105.86607142857143,16.28054470426549
Neogeo Heroes -Ultimate Shooting-,60,3.9833333333333334,103.91499999999999,16.279817545608708
Everyone Sing,63,3.9206349206349205,101.97777777777779,16.267373408322733
Pipe Madness,59,4.0,101.75254237288135,16.266311831551064
Final Fantasy Vi,66,3.8636363636363638,109.32878787878788,16.25661949454745
Golf Mania,72,3.763888888888889,111.5625,16.239941324877222
Dragoneer'S Aria [Psp],57,4.035087719298246,104.10526315789474,16.23886789288019
Fish Tank,64,3.890625,102.6609375,16.229105840589266
Grand Theft Auto: Chinatown Wars,56,4.053571428571429,107.87142857142858,16.224909136589993
Umjammer Lammy,63,3.9047619047619047,100.94761904761904,16.215172210662526
Machinarium,63,3.9047619047619047,113.43015873015874,16.215172210662526
Planète D-Cube,55,4.072727272727272,92.49272727272728,16.21077713146277
Retro/Grade,55,4.072727272727272,99.12545454545455,16.21077713146277
Cubixx / Vibes Bundle Pack,54,4.092592592592593,97.71296296296296,16.196458887557938
Blazblue Chronophantasma Extend,65,3.8615384615384616,92.58923076923077,16.191619929503673
Castlevania: Symphony Of The Night,68,3.8088235294117645,96.04264705882352,16.183685963128845
R.U.S.E,60,3.95,112.11833333333334,16.17258238641718
Fighting Force,60,3.95,102.70833333333333,16.17258238641718
Gori: Cuddly Carnage,60,3.95,108.89666666666668,16.17258238641718
Pool Nation,67,3.8208955223880596,90.79701492537313,16.169350850712043
Orbit,56,4.035714285714286,95.16785714285713,16.16927356891449
Aabs Animals,70,3.7714285714285714,112.33285714285715,16.162838916470054
Modnation Racers [Psp],55,4.054545454545455,96.65636363636364,16.15461225093661
Loaded,47,4.276595744680851,100.17021276595744,16.15040886240538
The Unfinished Swan,62,3.903225806451613,91.03064516129032,16.148447468552504
Edge,54,4.074074074074074,92.2574074074074,16.13975422729901
Echoes,75,3.6933333333333334,99.90666666666667,16.139381326516673
Psycho Soldier,46,4.304347826086956,92.81521739130434,16.13457333869946
Beat Saber,57,4.0,108.61929824561403,16.128635000750652
Aedis Eclipse: Generation Of Chaos,60,3.933333333333333,103.42166666666667,16.118964806821413
Asura’S Wrath,60,3.933333333333333,104.66000000000001,16.118964806821413
Blue Toad Murder Files Episode 1,55,4.036363636363636,99.15272727272726,16.098447370410444
Babel The King Of The Blocks,55,4.036363636363636,97.19636363636364,16.098447370410444
Bratz Rythme & Style,51,4.137254901960785,105.48823529411764,16.09384656586537
Ice Road Truckers,65,3.830769230769231,96.61692307692309,16.089020656520315
Get Up And Dance,54,4.055555555555555,101.11851851851851,16.08304956704008
Pic-A-Pix Color,64,3.84375,106.9640625,16.07386695166351
Jet Rider,64,3.84375,99.8546875,16.07386695166351
Car Jack Streets,60,3.9166666666666665,101.735,16.06534722722565
Ikari Warriors,70,3.742857142857143,107.90571428571428,16.064473461261173
Guilty Gear,63,3.857142857142857,107.54603174603174,16.058568617681903
Piyotama,55,4.0181818181818185,106.04727272727273,16.04228248988428
Galcon Labs,68,3.764705882352941,111.77352941176471,16.0336649375031
Buzz!: Master Quiz [Psp],57,3.9649122807017543,113.77543859649123,16.018402108621114
Ratchet & Clank 3,82,3.573170731707317,117.66463414634147,16.015997863370057
One Eyed Kutkh,76,3.6447368421052633,99.34342105263157,16.013412246840282
Rugby League Challenge,60,3.9,99.71666666666667,16.011729647629885
Flyhunter Origins,56,3.982142857142857,100.60357142857143,16.00236686588799
Sports Champions,59,3.9152542372881354,106.18135593220339,15.995773282763917
Worms: Battle Islands,52,4.076923076923077,98.57692307692308,15.993754738508319
A Bug'S Life,52,4.076923076923077,91.58076923076922,15.993754738508319
Flying Hamster,55,4.0,92.75818181818181,15.986117609358114
Ikari Iii: The Rescue,58,3.9310344827586206,117.99310344827587,15.979628973408415
Pinball Dreams,61,3.8688524590163933,115.3672131147541,15.97437161387364
Déflecteur,54,4.018518518518518,102.36666666666667,15.96964024652223
Resident Evil Director'S Cut,54,4.018518518518518,100.9148148148148,15.96964024652223
Awesomenauts,63,3.8253968253968256,104.73015873015873,15.954166222361488
Widget'S Odyssey,49,4.142857142857143,102.9673469387755,15.9428066380648
Revoltin' Youth,49,4.142857142857143,105.15102040816326,15.9428066380648
Arctic Adventures: Polar'S Puzzles,62,3.838709677419355,106.33709677419354,15.937789228343185
Street Skater 2,62,3.838709677419355,111.56612903225808,15.937789228343185
Dustforce,52,4.0576923076923075,98.93076923076923,15.935937980423542
"Monstres & Cie L,Île De L,Épouvante",65,3.7846153846153845,103.5123076923077,15.935121747045272
Rez Infinite,45,4.266666666666667,95.00666666666667,15.932118962816398
Airplane Flight Simulator : Combat Zone,48,4.166666666666667,117.85833333333333,15.925186922743546
Final FantasyIv: Complete Collection,61,3.8524590163934427,124.51803278688526,15.921235004186602
Yu-Gi-Oh! Millennium Duels,60,3.8666666666666667,120.61666666666666,15.904494488438358
Mecho Wars,60,3.8666666666666667,116.44666666666667,15.904494488438358
Joe Danger 2: The Movie,60,3.8666666666666667,101.03666666666666,15.904494488438358
Rally Cross,66,3.757575757575758,93.07424242424241,15.900592457759178
Cladun X2,69,3.710144927536232,87.9144927536232,15.90036048080378
Sniper: Ghost Warrior,59,3.8813559322033897,99.61525423728814,15.887557863249059
The Cube,49,4.122448979591836,104.70816326530611,15.883235945048284
Tigre En Difficulté,55,3.963636363636364,91.07272727272728,15.873787848305785
Alien Havoc & Bubble Trubble Bundle,58,3.896551724137931,113.52931034482758,15.870414479012965
Démo The Eye Of Judgment Legends,64,3.78125,111.5375,15.866881766429174
Démo Multijoueur Patapon 3,67,3.7313432835820897,101.42985074626866,15.866769674445543
Rocks N' Rockets,54,3.9814814814814814,99.77222222222223,15.856230926004375
Energy Cycle,54,3.9814814814814814,103.42777777777779,15.856230926004375
Arcade Essentials,60,3.85,94.885,15.850876908842595
North,44,4.2727272727272725,116.3840909090909,15.850778590306808
Smackdown Vs Raw 2009 [Psp],50,4.08,103.60799999999999,15.842143520247841
Hard Corps: Uprising,53,4.0,97.33207547169812,15.838408964931327
High Velocity Bowling Complete,53,4.0,113.39811320754718,15.838408964931327
Rumble Trucks,53,4.0,103.35849056603773,15.838408964931327
3D Twist & Match,71,3.6619718309859155,97.08309859154929,15.835781290541512
Dynogems + Tehra Dark Warrior,56,3.9285714285714284,101.77499999999999,15.835460162861489
Zombie Racers,62,3.806451612903226,104.08548387096775,15.832460108238525
Enigmo,49,4.1020408163265305,87.60612244897959,15.823665252031777
Epyx'S Impossible Mission,55,3.9454545454545453,109.42727272727272,15.81762296777962
L'Entraîneur 2010 – Express,55,3.9454545454545453,103.27454545454546,15.81762296777962
Marvel Puzzle Quest: Dark Reign,61,3.819672131147541,103.17049180327868,15.814961784812523
Disney Presente Hercule,45,4.222222222222222,115.67555555555555,15.807954048144772
Front Mission 3,51,4.03921568627451,98.93921568627451,15.80189825548188
Mots Croisés,51,4.03921568627451,98.41176470588235,15.80189825548188
Metal Gear Solid Portable Ops +,51,4.03921568627451,99.56470588235294,15.80189825548188
Blazblue Continuum Shift 2,51,4.03921568627451,116.43725490196078,15.80189825548188
Ratchet & Clank: A Crack In Time,54,3.962962962962963,111.61296296296297,15.799526265745447
Russian Subway Dogs,66,3.727272727272727,106.2560606060606,15.79887044724824
Shapo,47,4.148936170212766,98.32340425531915,15.785604236001914
Ultratron,53,3.981132075471698,100.54528301886792,15.781153775356088
Myst [Psp],56,3.9107142857142856,89.00178571428572,15.779824595185989
White Knight Chronicles: Origins [Psp],56,3.9107142857142856,99.05535714285715,15.779824595185989
Dragon'S Lair,62,3.7903225806451615,99.58387096774193,15.779795548186195
Hatsune Miku: Project Diva X,52,4.0,101.96346153846154,15.762487706169216
Corpse Party: Book Of Shadows,61,3.80327868852459,105.34754098360655,15.761825175125486
Ctr: Crash Team Racing,55,3.9272727272727272,118.9109090909091,15.761458087253457
Tehra Dark Warrior,48,4.104166666666667,99.64791666666667,15.744648595371721
Telegraph Sudoku & Kakuro,60,3.816666666666667,96.24166666666666,15.743641749651067
Vector Td,51,4.019607843137255,104.70784313725491,15.743508593405185
Bugriders: The Race Of Kings,54,3.9444444444444446,95.93333333333332,15.742821605486522
Motorstorm Rc,54,3.9444444444444446,100.08333333333333,15.742821605486522
Need For Speed Undercover,54,3.9444444444444446,109.47962962962963,15.742821605486522
Singes En Délire [Psp],71,3.6338028169014085,100.32394366197182,15.738218764054665
Ninja Gaiden Sigma Plus,53,3.9622641509433962,113.49056603773585,15.72389858578085
Hannah Montana - Rock Out The Show,58,3.8448275862068964,107.1103448275862,15.706592737419786
Visco Collection,52,3.980769230769231,101.51730769230768,15.704670948084441
Star Wars: Battlefront Ii,63,3.746031746031746,106.15714285714286,15.69316023406045
Alpha Protocol,60,3.8,105.25333333333333,15.6900241700553
Apprends Avec Les Pooyoos - Episode 1,51,4.0,103.4764705882353,15.685118931328487
Wired Arcade Bundle,65,3.707692307692308,98.34923076923077,15.678623564586871
Mahjongg Artifacts,59,3.8135593220338984,103.36440677966101,15.671127024219343
Batman: Arkham Asylum,70,3.6285714285714286,99.47428571428571,15.67101164042566
Il-2 Sturmovik: Birds Of Prey,53,3.943396226415094,112.16603773584906,15.666643396205608
Motogp 09/10,53,3.943396226415094,106.20377358490566,15.666643396205608
Krinkle Krusher,50,4.02,99.17,15.66522090765542
Left To Die In Zombhai,47,4.1063829787234045,112.14893617021276,15.664002693867427
The Saboteur,44,4.204545454545454,106.25227272727274,15.662548193201065
Ratchet & Clank 2,61,3.7704918032786887,103.42950819672132,15.655551955751406
The Metronomicon: Slay The Dance Floor,61,3.7704918032786887,97.96065573770493,15.655551955751406
Street Fighter Alpha 2,55,3.890909090909091,106.77818181818182,15.649128326201128
Skylanders Imaginators,49,4.040816326530612,94.5142857142857,15.644953172982243
Age Of Hammer Wars,63,3.7301587301587302,103.24285714285715,15.640959036400243
Crimsonland,54,3.9074074074074074,102.25555555555556,15.629412284968668
Les Gardiens Du Joyau : L'Île De L'Es,51,3.980392156862745,104.1313725490196,15.626729269251792
Va-11 Hall-A: Cyberpunk Bartender Action,45,4.155555555555556,90.55333333333334,15.62170667613734
Duael Invaders,89,3.393258426966292,99.66404494382023,15.612318866396526
Final Fantasy Tactics: War Of Lions,64,3.703125,101.6796875,15.608150284886253
Road Trip Adventure,58,3.810344827586207,75.77931034482758,15.597378243024338
Cohort Chess,58,3.810344827586207,106.48793103448276,15.597378243024338
Crystal Defenders [Psp],49,4.020408163265306,112.3204081632653,15.58538247996573
Xblaze Code : Embryo,57,3.824561403508772,93.1140350877193,15.577470540102961
Cat Quest Iii,43,4.209302325581396,91.66744186046512,15.57734540958649
Fling To The Finish,54,3.888888888888889,102.02037037037037,15.572707624709738
Who'S That Flying?!,51,3.9607843137254903,119.38627450980391,15.568339607175094
Skydrift,51,3.9607843137254903,111.83333333333333,15.568339607175094
